user_id,state,age,gender,caste,residential,annual_salary,occupation,minority,marital_status,disability
17090,Uttar Pradesh,31,Male,General,Rural,714672,Self-employed,No,Married,Yes
17091,Maharashtra,51,Male,General,Urban,909926,Employed,No,Married,No
17092,Andhra Pradesh,56,Female,General,Rural,32359,Farmer,No,Married,Yes
17093,Telangana,61,Other,ST,Rural,29713,Farmer,No,Unmarried,Yes
17094,Telangana,58,Other,ST,Rural,41705,Farmer,No,Married,Yes
17095,Rajasthan,44,Female,ST,Rural,78273,Farmer,No,Married,No
17096,Uttar Pradesh,26,Male,SC,Rural,2454,Student,No,Unmarried,No
17097,Andhra Pradesh,34,Other,SC,Urban,1251912,Employed,No,Widowed,No
17098,Maharashtra,60,Female,SC,Urban,2244874,Government Employee,No,Married,Yes
17099,Madhya Pradesh,18,Other,SC,Rural,31989,Farmer,No,Married,No
17100,Rajasthan,49,Other,ST,Rural,102363,Farmer,No,Married,No
17101,Telangana,56,Other,ST,Rural,124915,Farmer,No,Widowed,Yes
17102,Rajasthan,40,Other,OBC,Urban,1642569,Employed,No,Widowed,No
17103,Telangana,67,Female,ST,Urban,37356,Farmer,No,Married,Yes
17104,Bihar,30,Male,SC,Rural,88908,Farmer,No,Widowed,Yes
17105,Madhya Pradesh,44,Female,SC,Rural,166146,Daily Wage Worker,No,Married,Yes
17106,Telangana,54,Other,OBC,Rural,800082,Self-employed,No,Married,Yes
17107,Bihar,58,Male,OBC,Rural,63018,Farmer,No,Widowed,Yes
17108,Rajasthan,56,Other,OBC,Urban,222138,Employed,No,Married,Yes
17109,Maharashtra,65,Other,OBC,Urban,869587,Employed,No,Widowed,Yes
17110,Uttar Pradesh,51,Female,ST,Rural,101580,Farmer,No,Married,No
17111,Bihar,32,Other,SC,Urban,190178,Daily Wage Worker,Yes,Married,No
17112,Madhya Pradesh,30,Female,ST,Rural,142413,Farmer,No,Widowed,Yes
17113,Telangana,23,Male,ST,Rural,157156,Farmer,No,Married,No
17114,Rajasthan,52,Female,ST,Rural,25024,Farmer,No,Married,Yes
17115,Rajasthan,18,Male,General,Rural,319556,Self-employed,No,Married,No
17116,Maharashtra,66,Female,OBC,Rural,88574,Farmer,No,Unmarried,Yes
17117,Andhra Pradesh,60,Other,General,Urban,276926,Self-employed,No,Married,Yes
17118,Madhya Pradesh,53,Other,SC,Rural,645318,Self-employed,No,Married,Yes
17119,Uttar Pradesh,51,Other,OBC,Urban,520740,Employed,No,Widowed,No
17120,Bihar,42,Other,General,Urban,740982,Employed,No,Married,Yes
17121,Telangana,53,Female,General,Rural,420294,Employed,No,Married,Yes
17122,Telangana,31,Female,SC,Rural,1387586,Employed,No,Widowed,No
17123,Bihar,21,Other,General,Urban,414721,Employed,No,Married,No
17124,Bihar,58,Other,ST,Rural,97967,Farmer,No,Married,Yes
17125,Bihar,29,Male,ST,Rural,101140,Farmer,No,Married,Yes
17126,Bihar,32,Other,General,Rural,23312,Farmer,No,Married,No
17127,Maharashtra,52,Female,SC,Urban,1982365,Employed,No,Widowed,Yes
17128,Maharashtra,36,Other,ST,Rural,103044,Farmer,No,Widowed,No
17129,Uttar Pradesh,20,Female,SC,Rural,15332,Farmer,No,Married,Yes
17130,Madhya Pradesh,29,Male,OBC,Rural,14070,Farmer,No,Married,No
17131,Uttar Pradesh,65,Female,ST,Rural,100228,Farmer,Yes,Married,Yes
17132,Andhra Pradesh,61,Female,ST,Urban,50088,Farmer,No,Married,No
17133,Uttar Pradesh,61,Female,ST,Rural,149064,Farmer,No,Unmarried,No
17134,Telangana,30,Female,SC,Rural,51443,Farmer,No,Widowed,No
17135,Telangana,28,Female,SC,Urban,819770,Employed,Yes,Married,No
17136,Maharashtra,34,Female,ST,Rural,202557,Farmer,No,Married,Yes
17137,Uttar Pradesh,47,Female,General,Urban,556895,Self-employed,No,Married,Yes
17138,Maharashtra,38,Female,ST,Urban,400846,Employed,No,Unmarried,Yes
17139,Rajasthan,56,Female,OBC,Urban,218799,Self-employed,No,Married,No
17140,Telangana,57,Male,General,Urban,1272839,Employed,No,Married,Yes
17141,Madhya Pradesh,61,Male,General,Urban,166608,Employed,No,Married,Yes
17142,Rajasthan,50,Male,OBC,Rural,63670,Self-employed,No,Married,No
17143,Maharashtra,61,Male,SC,Rural,213252,Farmer,Yes,Married,No
17144,Rajasthan,13,Male,General,Urban,19559,Student,No,Unmarried,Yes
17145,Andhra Pradesh,49,Other,General,Urban,285055,Self-employed,No,Married,Yes
17146,Uttar Pradesh,29,Other,SC,Rural,36463,Farmer,No,Married,No
17147,Madhya Pradesh,41,Female,ST,Rural,165714,Farmer,Yes,Widowed,Yes
17148,Madhya Pradesh,68,Female,OBC,Urban,129697,Farmer,No,Married,No
17149,Uttar Pradesh,30,Female,SC,Rural,389199,Self-employed,Yes,Widowed,No
17150,Uttar Pradesh,31,Male,General,Urban,384634,Self-employed,No,Married,No
17151,Uttar Pradesh,15,Other,General,Urban,33026,Student,No,Unmarried,Yes
17152,Andhra Pradesh,48,Other,ST,Rural,17581,Farmer,No,Married,No
17153,Uttar Pradesh,34,Female,General,Urban,517909,Employed,No,Married,No
17154,Bihar,25,Female,ST,Rural,4449,Farmer,No,Married,No
17155,Andhra Pradesh,33,Female,ST,Rural,167459,Farmer,No,Married,No
17156,Andhra Pradesh,55,Female,OBC,Rural,25071,Farmer,No,Widowed,Yes
17157,Rajasthan,30,Male,OBC,Urban,1143953,Employed,No,Married,Yes
17158,Uttar Pradesh,28,Other,ST,Rural,121871,Farmer,No,Married,Yes
17159,Andhra Pradesh,25,Male,OBC,Urban,282637,Employed,No,Married,Yes
17160,Uttar Pradesh,48,Male,General,Urban,7340,Farmer,No,Married,Yes
17161,Madhya Pradesh,18,Other,OBC,Urban,839063,Employed,No,Married,No
17162,Rajasthan,45,Female,General,Rural,399235,Employed,No,Married,Yes
17163,Andhra Pradesh,27,Other,SC,Rural,64072,Farmer,No,Married,Yes
17164,Rajasthan,55,Female,OBC,Rural,489925,Employed,No,Married,Yes
17165,Maharashtra,50,Female,SC,Rural,859642,Self-employed,No,Married,Yes
17166,Telangana,30,Male,ST,Rural,1344225,Employed,No,Widowed,No
17167,Maharashtra,30,Other,SC,Urban,1979974,Employed,Yes,Widowed,No
17168,Uttar Pradesh,59,Male,SC,Rural,433351,Self-employed,Yes,Married,Yes
17169,Bihar,22,Other,OBC,Rural,15050,Farmer,No,Married,Yes
17170,Maharashtra,57,Female,SC,Rural,188924,Farmer,No,Married,Yes
17171,Rajasthan,28,Female,OBC,Urban,644183,Employed,No,Married,Yes
17172,Andhra Pradesh,22,Male,ST,Rural,99099,Farmer,No,Married,Yes
17173,Maharashtra,49,Other,OBC,Rural,134712,Farmer,No,Married,Yes
17174,Maharashtra,38,Male,SC,Rural,191724,Farmer,No,Married,No
17175,Maharashtra,20,Male,General,Rural,156831,Farmer,No,Married,No
17176,Rajasthan,33,Female,General,Urban,1439948,Employed,No,Widowed,Yes
17177,Madhya Pradesh,50,Male,SC,Rural,124271,Farmer,Yes,Married,No
17178,Andhra Pradesh,53,Other,General,Rural,397866,Self-employed,No,Married,No
17179,Madhya Pradesh,64,Female,SC,Urban,79997,Farmer,Yes,Married,No
17180,Maharashtra,48,Female,OBC,Urban,2094909,Employed,No,Married,No
17181,Uttar Pradesh,28,Male,OBC,Rural,70368,Farmer,No,Married,Yes
17182,Madhya Pradesh,43,Other,OBC,Urban,1340504,Employed,No,Married,No
17183,Rajasthan,28,Male,General,Urban,1468176,Employed,No,Married,Yes
17184,Rajasthan,53,Male,SC,Rural,25005,Farmer,No,Married,No
17185,Telangana,58,Female,General,Rural,828492,Self-employed,No,Married,No
17186,Telangana,55,Male,SC,Rural,33695,Farmer,No,Married,Yes
17187,Telangana,38,Male,ST,Urban,1003367,Employed,No,Married,Yes
17188,Telangana,30,Other,OBC,Urban,1249387,Employed,No,Widowed,No
17189,Bihar,37,Female,General,Rural,25324,Farmer,No,Widowed,Yes
17190,Maharashtra,34,Other,OBC,Urban,1249029,Government Employee,No,Widowed,Yes
17191,Andhra Pradesh,63,Other,ST,Rural,12155,Farmer,No,Unmarried,No
17192,Madhya Pradesh,27,Other,SC,Rural,74603,Farmer,No,Married,Yes
17193,Telangana,26,Female,General,Urban,699338,Employed,No,Married,Yes
17194,Rajasthan,20,Female,General,Urban,130717,Self-employed,No,Married,Yes
17195,Telangana,29,Male,General,Urban,732433,Government Employee,No,Married,No
17196,Madhya Pradesh,23,Female,OBC,Rural,52725,Daily Wage Worker,No,Married,No
17197,Telangana,30,Other,SC,Urban,319448,Government Employee,No,Widowed,No
17198,Rajasthan,30,Female,ST,Rural,169380,Farmer,No,Widowed,No
17199,Madhya Pradesh,45,Male,SC,Rural,62452,Farmer,Yes,Married,No
17200,Telangana,47,Other,OBC,Rural,1788676,Employed,No,Unmarried,Yes
17201,Maharashtra,55,Other,ST,Rural,106843,Farmer,No,Widowed,Yes
17202,Andhra Pradesh,54,Male,General,Urban,860498,Employed,No,Married,Yes
17203,Madhya Pradesh,24,Male,ST,Rural,1577,Farmer,No,Married,Yes
17204,Rajasthan,46,Other,General,Urban,330147,Self-employed,No,Married,Yes
17205,Maharashtra,60,Male,General,Urban,1555311,Employed,No,Widowed,Yes
17206,Andhra Pradesh,67,Other,OBC,Rural,169278,Farmer,No,Married,Yes
17207,Maharashtra,33,Male,ST,Rural,182888,Farmer,No,Married,Yes
17208,Maharashtra,51,Female,ST,Rural,8695,Farmer,No,Married,No
17209,Telangana,37,Other,ST,Urban,402479,Government Employee,No,Married,No
17210,Bihar,66,Other,ST,Rural,63605,Farmer,No,Married,Yes
17211,Telangana,22,Other,General,Urban,1442202,Employed,No,Married,No
17212,Rajasthan,20,Male,General,Urban,568232,Self-employed,No,Married,No
17213,Bihar,34,Male,OBC,Urban,722539,Employed,No,Married,Yes
17214,Telangana,51,Female,ST,Urban,711689,Employed,No,Married,Yes
17215,Rajasthan,55,Male,SC,Urban,514122,Employed,No,Married,No
17216,Uttar Pradesh,59,Female,SC,Urban,142138,Employed,No,Married,Yes
17217,Madhya Pradesh,67,Other,OBC,Rural,74363,Farmer,No,Married,Yes
17218,Madhya Pradesh,31,Male,SC,Urban,717383,Employed,Yes,Married,Yes
17219,Madhya Pradesh,40,Female,ST,Rural,125850,Farmer,No,Unmarried,No
17220,Rajasthan,67,Female,SC,Rural,128026,Farmer,No,Widowed,No
17221,Bihar,56,Other,ST,Rural,18217,Farmer,No,Married,No
17222,Rajasthan,54,Other,General,Rural,875180,Self-employed,No,Married,Yes
17223,Telangana,38,Male,SC,Rural,790764,Employed,No,Married,Yes
17224,Uttar Pradesh,57,Male,SC,Rural,4164,Farmer,No,Unmarried,Yes
17225,Madhya Pradesh,24,Female,OBC,Urban,497299,Employed,No,Married,Yes
17226,Rajasthan,35,Male,SC,Rural,104728,Farmer,No,Widowed,Yes
17227,Telangana,20,Female,General,Rural,48909,Student,No,Unmarried,No
17228,Andhra Pradesh,34,Male,SC,Rural,48590,Daily Wage Worker,Yes,Married,No
17229,Andhra Pradesh,49,Other,ST,Rural,64135,Farmer,No,Married,Yes
17230,Maharashtra,40,Male,SC,Rural,216459,Farmer,No,Married,No
17231,Andhra Pradesh,54,Female,General,Urban,1354998,Employed,No,Married,No
17232,Rajasthan,49,Female,OBC,Urban,1681379,Employed,No,Married,Yes
17233,Bihar,70,Male,SC,Rural,16920,Farmer,No,Married,No
17234,Uttar Pradesh,64,Other,ST,Rural,59361,Farmer,No,Married,No
17235,Bihar,33,Female,ST,Rural,74668,Farmer,No,Married,No
17236,Maharashtra,34,Male,SC,Urban,650547,Government Employee,No,Married,Yes
17237,Telangana,46,Female,SC,Rural,155362,Farmer,No,Married,Yes
17238,Telangana,49,Other,General,Rural,60875,Daily Wage Worker,No,Married,Yes
17239,Rajasthan,54,Male,General,Urban,711261,Employed,No,Widowed,No
17240,Maharashtra,30,Other,SC,Urban,18405,Farmer,No,Widowed,No
17241,Andhra Pradesh,37,Female,ST,Rural,149521,Daily Wage Worker,No,Married,Yes
17242,Andhra Pradesh,63,Male,SC,Urban,77008,Farmer,No,Married,No
17243,Rajasthan,28,Female,ST,Urban,124522,Employed,No,Married,No
17244,Uttar Pradesh,13,Male,General,Rural,37719,Student,No,Unmarried,Yes
17245,Uttar Pradesh,69,Female,SC,Rural,63348,Farmer,No,Married,No
17246,Madhya Pradesh,42,Male,ST,Rural,163083,Farmer,No,Married,No
17247,Bihar,47,Other,OBC,Urban,653155,Employed,No,Married,Yes
17248,Andhra Pradesh,21,Male,OBC,Rural,43926,Farmer,No,Married,Yes
17249,Uttar Pradesh,53,Female,SC,Urban,1057578,Employed,No,Married,Yes
17250,Bihar,59,Male,SC,Urban,341601,Employed,No,Unmarried,Yes
17251,Telangana,24,Female,General,Urban,1773318,Employed,No,Married,No
17252,Madhya Pradesh,58,Male,ST,Rural,139428,Farmer,No,Married,No
17253,Andhra Pradesh,39,Other,OBC,Rural,43853,Farmer,No,Married,No
17254,Bihar,30,Other,ST,Rural,9507,Farmer,No,Married,No
17255,Andhra Pradesh,48,Male,OBC,Urban,206497,Employed,No,Married,Yes
17256,Bihar,30,Other,General,Urban,1259178,Employed,No,Married,No
17257,Rajasthan,26,Female,ST,Rural,137318,Daily Wage Worker,No,Married,No
17258,Telangana,41,Male,OBC,Urban,1102124,Employed,No,Married,Yes
17259,Rajasthan,29,Male,ST,Rural,21555,Farmer,No,Married,Yes
17260,Andhra Pradesh,30,Male,General,Urban,1154015,Government Employee,No,Widowed,Yes
17261,Uttar Pradesh,46,Other,OBC,Rural,43404,Farmer,No,Married,Yes
17262,Bihar,28,Other,General,Rural,17587,Student,No,Unmarried,Yes
17263,Andhra Pradesh,39,Female,General,Rural,95283,Farmer,No,Married,Yes
17264,Telangana,33,Male,General,Rural,450331,Government Employee,No,Married,No
17265,Maharashtra,45,Male,OBC,Urban,1136668,Employed,No,Married,No
17266,Andhra Pradesh,25,Female,General,Rural,1218914,Employed,No,Married,Yes
17267,Bihar,21,Female,SC,Rural,17778,Farmer,No,Married,Yes
17268,Rajasthan,30,Male,General,Urban,275270,Employed,No,Widowed,Yes
17269,Telangana,41,Female,ST,Urban,1170885,Employed,No,Married,Yes
17270,Andhra Pradesh,33,Other,ST,Rural,30750,Farmer,No,Married,Yes
17271,Maharashtra,68,Male,ST,Rural,9415,Farmer,No,Married,Yes
17272,Madhya Pradesh,66,Other,OBC,Rural,93999,Farmer,No,Married,No
17273,Andhra Pradesh,41,Male,General,Urban,423168,Employed,No,Married,Yes
17274,Andhra Pradesh,66,Other,OBC,Urban,150588,Farmer,No,Married,No
17275,Telangana,42,Other,OBC,Rural,911843,Employed,No,Widowed,Yes
17276,Maharashtra,59,Other,SC,Rural,72316,Farmer,No,Married,Yes
17277,Madhya Pradesh,42,Male,SC,Urban,803209,Employed,No,Married,Yes
17278,Telangana,39,Male,SC,Rural,1770075,Government Employee,No,Unmarried,Yes
17279,Bihar,49,Male,General,Urban,507904,Employed,No,Married,No
17280,Maharashtra,68,Other,SC,Rural,43578,Farmer,No,Married,Yes
17281,Rajasthan,62,Other,OBC,Urban,743831,Employed,No,Married,Yes
17282,Maharashtra,43,Other,ST,Rural,295138,Daily Wage Worker,No,Widowed,Yes
17283,Madhya Pradesh,56,Other,General,Rural,111967,Farmer,No,Married,Yes
17284,Maharashtra,25,Other,OBC,Rural,78745,Farmer,No,Married,Yes
17285,Maharashtra,24,Other,General,Urban,181688,Employed,No,Married,Yes
17286,Maharashtra,40,Female,SC,Urban,498819,Self-employed,No,Married,Yes
17287,Madhya Pradesh,35,Female,General,Urban,876313,Employed,No,Married,No
17288,Andhra Pradesh,47,Female,General,Rural,291685,Government Employee,No,Married,Yes
17289,Madhya Pradesh,56,Other,General,Urban,1305164,Employed,No,Married,Yes
17290,Telangana,62,Other,SC,Rural,161385,Farmer,No,Married,No
17291,Madhya Pradesh,47,Female,OBC,Rural,164716,Farmer,No,Married,Yes
17292,Madhya Pradesh,63,Other,ST,Rural,134052,Farmer,No,Married,Yes
17293,Telangana,36,Other,OBC,Urban,506246,Government Employee,No,Married,Yes
17294,Telangana,42,Female,General,Urban,1378327,Employed,No,Married,Yes
17295,Maharashtra,47,Female,General,Rural,4597,Farmer,No,Married,Yes
17296,Telangana,40,Male,OBC,Urban,1854337,Employed,No,Married,No
17297,Telangana,29,Female,OBC,Urban,1977792,Employed,No,Married,No
17298,Uttar Pradesh,20,Male,OBC,Rural,118396,Farmer,No,Married,No
17299,Telangana,47,Female,SC,Urban,641096,Employed,No,Widowed,No
17300,Uttar Pradesh,34,Female,General,Rural,629781,Self-employed,No,Married,Yes
17301,Telangana,29,Other,SC,Urban,1332815,Employed,No,Married,Yes
17302,Telangana,64,Male,ST,Urban,1878661,Employed,No,Married,Yes
17303,Andhra Pradesh,35,Female,OBC,Urban,623489,Employed,No,Widowed,Yes
17304,Maharashtra,34,Other,OBC,Urban,1035927,Government Employee,No,Married,No
17305,Telangana,41,Male,ST,Urban,10678,Farmer,No,Married,Yes
17306,Maharashtra,46,Male,ST,Rural,33562,Farmer,No,Married,Yes
17307,Madhya Pradesh,19,Male,OBC,Rural,20832,Farmer,No,Married,Yes
17308,Rajasthan,65,Male,ST,Rural,17757,Farmer,No,Unmarried,No
17309,Bihar,22,Female,General,Rural,697607,Employed,No,Married,No
17310,Maharashtra,46,Male,OBC,Urban,1814472,Employed,No,Married,No
17311,Uttar Pradesh,23,Female,OBC,Urban,32536,Student,No,Unmarried,No
17312,Rajasthan,52,Other,ST,Rural,154195,Farmer,No,Married,Yes
17313,Maharashtra,22,Other,ST,Urban,116500,Farmer,No,Married,No
17314,Andhra Pradesh,41,Female,SC,Rural,159693,Farmer,No,Widowed,No
17315,Uttar Pradesh,33,Male,ST,Rural,115765,Farmer,No,Married,Yes
17316,Uttar Pradesh,55,Male,General,Rural,22826,Farmer,No,Married,No
17317,Madhya Pradesh,57,Other,ST,Urban,149556,Farmer,No,Married,Yes
17318,Maharashtra,50,Male,ST,Rural,180330,Farmer,No,Married,Yes
17319,Telangana,22,Male,ST,Rural,24962,Farmer,No,Married,Yes
17320,Maharashtra,23,Female,SC,Urban,1540728,Employed,No,Married,Yes
17321,Telangana,42,Female,OBC,Urban,615841,Self-employed,No,Married,Yes
17322,Maharashtra,54,Other,General,Urban,1261909,Employed,No,Married,Yes
17323,Andhra Pradesh,26,Male,General,Urban,1576888,Government Employee,No,Married,Yes
17324,Uttar Pradesh,54,Other,ST,Urban,120947,Farmer,No,Married,No
17325,Bihar,45,Male,SC,Rural,100376,Farmer,No,Widowed,Yes
17326,Maharashtra,46,Other,General,Urban,1328791,Government Employee,No,Married,Yes
17327,Rajasthan,63,Male,General,Urban,466764,Self-employed,No,Married,Yes
17328,Madhya Pradesh,54,Other,SC,Rural,201304,Daily Wage Worker,No,Widowed,Yes
17329,Andhra Pradesh,60,Female,SC,Rural,102537,Farmer,No,Married,No
17330,Andhra Pradesh,21,Male,OBC,Rural,86102,Farmer,No,Married,No
17331,Andhra Pradesh,44,Male,ST,Rural,117297,Farmer,No,Married,Yes
17332,Bihar,39,Other,OBC,Rural,84444,Farmer,No,Married,Yes
17333,Telangana,37,Male,General,Urban,1914750,Employed,No,Married,Yes
17334,Madhya Pradesh,54,Male,ST,Rural,118720,Farmer,No,Married,No
17335,Telangana,51,Female,OBC,Urban,1915957,Government Employee,No,Married,Yes
17336,Bihar,70,Other,General,Rural,43223,Farmer,No,Married,No
17337,Rajasthan,67,Other,OBC,Rural,49545,Farmer,No,Unmarried,Yes
17338,Uttar Pradesh,42,Other,OBC,Urban,561475,Government Employee,No,Married,Yes
17339,Uttar Pradesh,22,Female,SC,Urban,191066,Daily Wage Worker,Yes,Married,Yes
17340,Maharashtra,34,Male,General,Rural,554494,Self-employed,No,Married,No
17341,Bihar,31,Female,SC,Rural,74369,Farmer,No,Married,No
17342,Andhra Pradesh,24,Male,General,Rural,75975,Farmer,No,Married,Yes
17343,Telangana,63,Male,SC,Rural,69153,Farmer,Yes,Married,No
17344,Rajasthan,30,Male,ST,Rural,410336,Self-employed,No,Married,No
17345,Telangana,63,Male,ST,Rural,195878,Farmer,No,Married,Yes
17346,Andhra Pradesh,58,Male,OBC,Urban,1541467,Employed,No,Married,No
17347,Bihar,56,Male,ST,Rural,37120,Farmer,No,Widowed,Yes
17348,Rajasthan,30,Female,SC,Urban,744284,Employed,Yes,Widowed,Yes
17349,Madhya Pradesh,60,Female,General,Urban,944546,Government Employee,No,Married,Yes
17350,Bihar,37,Female,OBC,Rural,113246,Farmer,No,Widowed,No
17351,Rajasthan,61,Other,SC,Rural,179865,Farmer,Yes,Married,Yes
17352,Maharashtra,37,Other,General,Urban,2398020,Government Employee,No,Married,Yes
17353,Bihar,23,Female,ST,Rural,64409,Farmer,No,Married,Yes
17354,Telangana,43,Other,SC,Rural,2686,Farmer,Yes,Married,Yes
17355,Maharashtra,26,Male,SC,Rural,138586,Farmer,No,Married,No
17356,Maharashtra,55,Female,ST,Urban,221263,Daily Wage Worker,Yes,Unmarried,No
17357,Bihar,32,Other,General,Rural,65508,Farmer,No,Married,Yes
17358,Andhra Pradesh,24,Male,ST,Urban,38033,Student,Yes,Unmarried,Yes
17359,Bihar,56,Female,OBC,Urban,687300,Self-employed,No,Married,No
17360,Uttar Pradesh,33,Other,SC,Urban,806560,Employed,No,Widowed,Yes
17361,Telangana,38,Female,ST,Rural,172385,Farmer,No,Married,No
17362,Rajasthan,60,Female,ST,Urban,1311693,Employed,No,Married,Yes
17363,Madhya Pradesh,62,Male,General,Urban,1452140,Employed,No,Married,Yes
17364,Uttar Pradesh,54,Male,OBC,Urban,1597334,Employed,No,Unmarried,No
17365,Uttar Pradesh,41,Male,ST,Rural,124549,Farmer,No,Married,Yes
17366,Telangana,55,Male,SC,Rural,121139,Farmer,No,Married,Yes
17367,Telangana,23,Male,SC,Rural,190700,Farmer,No,Married,No
17368,Telangana,35,Other,OBC,Urban,1957498,Employed,No,Married,No
17369,Telangana,65,Female,General,Urban,257376,Employed,No,Married,No
17370,Madhya Pradesh,43,Male,General,Urban,177671,Employed,No,Married,No
17371,Andhra Pradesh,61,Female,SC,Rural,6240,Farmer,No,Unmarried,Yes
17372,Bihar,18,Other,General,Urban,228163,Employed,No,Married,Yes
17373,Rajasthan,40,Male,OBC,Urban,80036,Farmer,No,Married,No
17374,Madhya Pradesh,32,Other,SC,Urban,470467,Employed,No,Married,No
17375,Uttar Pradesh,38,Male,SC,Rural,7416,Farmer,No,Married,Yes
17376,Uttar Pradesh,37,Other,OBC,Rural,151108,Farmer,No,Married,No
17377,Andhra Pradesh,49,Other,SC,Urban,1615867,Employed,No,Married,No
17378,Telangana,36,Female,General,Rural,1379170,Employed,No,Married,Yes
17379,Bihar,18,Other,General,Rural,489036,Self-employed,No,Married,No
17380,Madhya Pradesh,28,Other,SC,Urban,1046395,Government Employee,Yes,Married,Yes
17381,Telangana,50,Other,General,Urban,1758795,Employed,No,Married,Yes
17382,Telangana,58,Other,SC,Rural,182930,Farmer,No,Married,No
17383,Madhya Pradesh,31,Female,ST,Rural,94757,Farmer,No,Married,Yes
17384,Madhya Pradesh,64,Female,ST,Rural,151444,Farmer,No,Married,No
17385,Rajasthan,23,Female,SC,Urban,7218,Farmer,No,Unmarried,Yes
17386,Rajasthan,31,Female,ST,Rural,125835,Farmer,No,Married,Yes
17387,Rajasthan,27,Female,General,Rural,1648449,Employed,No,Married,Yes
17388,Rajasthan,56,Male,SC,Urban,82489,Farmer,Yes,Married,Yes
17389,Telangana,47,Female,SC,Rural,92658,Farmer,Yes,Married,No
17390,Maharashtra,31,Female,SC,Urban,860154,Employed,No,Married,Yes
17391,Bihar,35,Male,ST,Rural,19264,Farmer,No,Married,Yes
17392,Telangana,65,Female,OBC,Rural,1774742,Employed,No,Unmarried,No
17393,Madhya Pradesh,31,Female,ST,Rural,114113,Farmer,No,Married,No
17394,Rajasthan,33,Male,ST,Rural,142938,Farmer,No,Widowed,Yes
17395,Madhya Pradesh,36,Female,SC,Rural,152301,Farmer,No,Widowed,Yes
17396,Uttar Pradesh,30,Male,SC,Urban,113599,Self-employed,No,Married,Yes
17397,Telangana,55,Female,OBC,Urban,232804,Employed,No,Married,Yes
17398,Bihar,30,Other,SC,Rural,64362,Farmer,Yes,Widowed,Yes
17399,Telangana,25,Male,General,Urban,160185,Employed,No,Unmarried,No
17400,Telangana,68,Male,SC,Rural,148151,Farmer,Yes,Unmarried,Yes
17401,Uttar Pradesh,46,Male,ST,Rural,2594,Farmer,No,Married,No
17402,Uttar Pradesh,31,Other,General,Urban,208041,Daily Wage Worker,No,Married,No
17403,Bihar,56,Male,ST,Rural,102337,Farmer,No,Married,No
17404,Maharashtra,59,Male,General,Rural,220086,Daily Wage Worker,No,Unmarried,No
17405,Rajasthan,27,Female,General,Urban,7752,Student,No,Unmarried,Yes
17406,Madhya Pradesh,31,Male,OBC,Rural,149065,Farmer,No,Married,Yes
17407,Bihar,36,Male,SC,Urban,184611,Daily Wage Worker,No,Unmarried,Yes
17408,Madhya Pradesh,31,Female,General,Urban,61528,Self-employed,No,Married,No
17409,Rajasthan,27,Male,ST,Rural,168237,Farmer,No,Married,No
17410,Madhya Pradesh,51,Male,SC,Rural,121147,Farmer,Yes,Married,Yes
17411,Madhya Pradesh,33,Other,General,Urban,1586844,Employed,No,Married,Yes
17412,Telangana,25,Other,OBC,Urban,184097,Farmer,No,Unmarried,No
17413,Maharashtra,41,Female,OBC,Rural,52099,Farmer,No,Widowed,Yes
17414,Madhya Pradesh,44,Male,SC,Urban,1202931,Employed,No,Married,Yes
17415,Andhra Pradesh,26,Other,SC,Urban,138627,Employed,No,Married,Yes
17416,Uttar Pradesh,19,Other,OBC,Urban,612859,Employed,No,Married,No
17417,Uttar Pradesh,55,Male,ST,Rural,921544,Employed,No,Married,No
17418,Bihar,49,Other,General,Urban,398483,Self-employed,No,Unmarried,No
17419,Maharashtra,36,Male,OBC,Urban,262884,Self-employed,No,Married,Yes
17420,Madhya Pradesh,63,Female,ST,Rural,1081413,Employed,No,Married,No
17421,Bihar,52,Female,General,Urban,377523,Employed,No,Married,Yes
17422,Telangana,57,Male,SC,Urban,115072,Farmer,Yes,Married,Yes
17423,Andhra Pradesh,58,Male,OBC,Rural,1619136,Employed,No,Married,Yes
17424,Telangana,62,Other,ST,Urban,1712079,Government Employee,No,Married,No
17425,Madhya Pradesh,42,Male,OBC,Rural,184379,Daily Wage Worker,No,Married,Yes
17426,Bihar,70,Male,OBC,Rural,86422,Farmer,No,Unmarried,No
17427,Madhya Pradesh,28,Other,ST,Rural,50783,Farmer,No,Married,Yes
17428,Madhya Pradesh,60,Female,OBC,Urban,377413,Self-employed,No,Widowed,Yes
17429,Maharashtra,64,Female,General,Urban,1376398,Employed,No,Married,No
17430,Rajasthan,38,Other,OBC,Urban,204211,Daily Wage Worker,No,Married,Yes
17431,Madhya Pradesh,23,Male,General,Urban,704341,Employed,No,Married,Yes
17432,Madhya Pradesh,41,Female,SC,Rural,126098,Farmer,No,Married,No
17433,Uttar Pradesh,63,Female,ST,Rural,1170643,Employed,No,Married,Yes
17434,Maharashtra,31,Female,SC,Rural,63669,Farmer,Yes,Married,No
17435,Maharashtra,32,Female,General,Rural,185911,Self-employed,No,Married,No
17436,Madhya Pradesh,31,Other,ST,Rural,155215,Farmer,No,Married,Yes
17437,Madhya Pradesh,54,Female,ST,Rural,151889,Farmer,No,Married,No
17438,Telangana,55,Male,SC,Urban,272739,Employed,Yes,Married,No
17439,Uttar Pradesh,36,Male,SC,Rural,148516,Farmer,No,Married,No
17440,Maharashtra,30,Other,OBC,Rural,195460,Farmer,No,Widowed,No
17441,Andhra Pradesh,44,Other,General,Urban,231192,Self-employed,No,Widowed,Yes
